generation,best_fitness,avg_fitness
0,569.0625,480.11796875
1,566.5,503.22265625
2,567.0625,512.425
3,592.1875,525.96796875
4,591.8125,530.871875
5,594.8125,538.2875
6,622.125,547.99609375
7,625.875,561.25234375
8,638.9375,576.02109375
9,638.625,592.2078125
10,643.125,607.55
11,648.3125,627.7125
12,649.25,636.89609375
13,648.375,639.2421875
14,650.0625,642.20078125
15,651.6875,642.94765625
16,650.875,644.0421875
17,652.5,644.53203125
18,652.9375,645.2375
19,651.625,646.4859375
20,661.5,645.890625
21,665.75,647.725
22,664.875,649.84921875
23,665.4375,653.56171875
24,668.0,660.44609375
25,666.5625,661.04375
26,669.25,661.3671875
27,666.875,660.8140625
28,666.375,661.03671875
29,667.1875,660.34296875
30,665.625,660.03359375
31,666.6875,661.2890625
32,668.5,660.30859375
33,664.875,660.46796875
34,665.5625,659.984375
35,667.75,658.14140625
36,667.75,659.0765625
37,664.9375,660.4515625
38,668.375,660.79765625
39,667.0625,661.0875
40,666.0,659.81875
41,669.0,662.06328125
42,667.5625,661.0015625
43,665.375,661.4734375
44,665.6875,659.49453125
45,667.0625,660.40703125
46,668.25,661.8
47,666.6875,661.02265625
48,671.5,660.771875
49,668.5,658.87578125
50,668.1875,661.5296875
51,667.6875,661.58671875
52,665.625,660.771875
53,666.0625,661.06953125
54,667.875,661.00859375
55,666.5,659.409375
56,666.3125,661.7671875
57,666.875,660.6390625
58,669.125,660.42890625
59,667.25,658.20859375
60,665.9375,660.2734375
61,666.5625,660.0171875
62,667.1875,660.875
63,667.0625,661.52421875
64,667.5625,661.16328125
65,666.6875,660.38984375
66,668.3125,661.8078125
67,665.8125,661.26875
68,665.6875,660.42734375
69,665.875,660.9828125
70,666.75,660.603125
71,667.375,660.36796875
72,669.0625,660.334375
73,668.4375,658.4640625
74,667.625,661.07890625
75,665.4375,661.18828125
76,666.625,661.78671875
77,667.25,661.15390625
78,665.75,661.10859375
79,665.8125,660.8625
80,666.375,658.94375
81,667.4375,661.3796875
82,667.6875,662.13515625
83,667.6875,661.60859375
84,667.125,659.5984375
85,668.1875,662.2859375
86,667.1875,661.003125
87,667.8125,660.2578125
88,671.1875,662.146875
89,672.0625,661.490625
90,674.0625,662.77734375
91,677.0625,663.93046875
92,674.875,667.61953125
93,679.3125,669.615625
94,675.6875,670.31328125
95,680.75,670.4640625
96,676.75,670.7015625
97,676.4375,670.03984375
98,675.125,669.9828125
99,675.75,670.38984375
100,676.125,669.54765625
101,677.9375,669.8109375
102,675.0,668.75390625
103,674.4375,668.59609375
104,676.75,670.409375
105,676.4375,669.36640625
106,676.5625,669.40078125
107,676.875,669.48828125
108,674.6875,670.24140625
109,676.125,669.353125
110,676.0,670.3578125
111,676.6875,669.23359375
112,677.0625,670.58828125
113,676.3125,670.39765625
114,676.6875,670.340625
115,677.25,670.31953125
116,677.625,670.76328125
117,676.0625,670.35390625
118,678.375,670.2953125
119,676.5625,670.98828125
120,676.4375,668.61875
121,677.5,669.325
122,674.8125,670.165625
123,678.125,669.871875
124,676.5625,670.43828125
125,677.25,669.72109375
126,677.375,671.7703125
127,677.625,670.890625
128,678.125,671.68203125
129,681.0,671.79921875
130,676.875,670.665625
131,677.3125,671.13515625
132,678.4375,670.2421875
133,675.5,671.2109375
134,677.4375,670.4734375
135,678.4375,670.6859375
136,677.625,671.2859375
137,677.5,669.859375
138,677.4375,671.71953125
139,679.8125,671.6875
140,677.8125,670.934375
141,679.625,669.92734375
142,678.0,671.1609375
143,677.375,672.27109375
144,676.875,671.534375
145,677.6875,671.1546875
146,678.5,672.31328125
147,676.75,672.15
148,677.0625,669.85234375
149,678.9375,670.0046875
150,676.4375,671.43359375
151,677.6875,670.75625
152,677.125,669.9453125
153,677.75,669.0296875
154,677.6875,671.4875
155,677.375,671.18203125
156,679.1875,669.85703125
157,677.625,672.04296875
158,677.75,671.77578125
159,677.0625,671.54140625
160,677.25,671.22734375
161,677.5625,672.0421875
162,677.3125,670.7375
163,677.0625,671.30703125
164,678.8125,671.2984375
165,678.125,670.29765625
166,678.5625,672.4265625
167,678.125,672.44609375
168,677.75,671.81484375
169,677.3125,670.80703125
170,677.375,671.9125
171,677.5,670.0578125
172,677.125,670.53359375
173,676.5625,672.23671875
174,678.875,671.75703125
175,679.9375,670.78828125
176,679.625,672.21015625
177,678.0,672.709375
178,677.1875,669.83828125
179,677.625,671.81484375
180,679.25,672.7234375
181,676.4375,672.6234375
182,678.375,673.20859375
183,678.6875,672.33203125
184,677.75,672.9515625
185,677.0625,671.80625
186,678.4375,672.70234375
187,678.625,672.41796875
188,679.3125,672.09921875
189,678.0,672.7203125
190,679.8125,672.359375
191,678.375,671.590625
192,680.9375,672.50078125
193,678.25,672.471875
194,678.375,671.58203125
195,678.125,672.15546875
196,678.5625,672.4015625
197,677.625,673.1703125
198,678.625,673.5203125
199,680.0,673.83984375
